,BPT,WHAN,Z_1,mass_stellar_percentile50,T_C_ISM_percentile16,T_C_ISM_percentile50,T_C_ISM_percentile84,T_W_BC_percentile16,T_W_BC_percentile50,T_W_BC_percentile84,SFR_0_1Gyr_percentile16,SFR_0_1Gyr_percentile50,SFR_0_1Gyr_percentile84,ager_percentile50,P100_flux,P100_fluxerr,SurfaceDensity,SurfaceDensityErr,SurfaceDensityFlag
1493,AGNX,LLR,0.3088,11.17,15.363,16.538,19.088,35.288,45.413,55.388,-0.308,-0.078,0.122,9.607,0.0,0.020288277,-999.0,-999.0,-999.0
1494,UNCXY,sAGN,0.1645,10.5,15.888,17.263,18.913,37.163,49.888,57.163,0.357,0.452,0.562,9.307,0.023339234,0.009713225,0.0,0.0,0.0
1495,UNCX,ELR,0.1477,10.66,15.838,17.588,19.713,34.938,46.638,56.063,-0.413,-0.038,0.092,9.712,0.0,0.02395958,0.0,0.0,0.0
1496,UNCXY,sAGN,0.1769,10.53,21.338,23.188,24.388,34.463,44.063,54.538,0.272,0.372,0.462,9.447,0.06440005,0.014371575,3.4,1.7,0.0
1497,SFX,sAGN,0.3181,11.17,16.363,18.713,21.563,34.463,45.813,55.538,0.767,0.857,0.927,9.452,0.0,0.017421981,-999.0,-999.0,-999.0
1498,NOEL,LLR,0.2827,11.16,20.363,22.863,24.413,34.838,44.213,54.788,0.317,0.462,0.662,9.457,0.08217602,0.023441283,-999.0,-999.0,-999.0
1499,SFX,SF,0.1347,9.742,16.588,19.663,23.038,35.688,47.238,56.163,-0.048,0.097,0.187,9.102,0.025030246,0.020395894,3.0,1.7,0.0
1500,UNCX,NER,0.1431,10.39,15.113,15.363,16.138,36.863,46.638,56.138,-0.668,-0.488,-0.303,9.572,0.034479853,0.017317872,0.0,0.0,0.0
1501,UNCX,NER,0.2528,11.07,16.663,19.838,23.013,34.888,44.938,55.263,-0.893,-0.533,-0.193,9.697,0.0,0.022701588,-999.0,-999.0,-999.0
1502,UNCXY,sAGN,0.2534,10.29,21.663,23.588,24.613,36.238,46.163,55.138,0.282,0.737,0.937,8.672,0.061994337,0.016046075,-999.0,-999.0,-999.0
1503,UNCX,NER,0.16,10.39,15.813,17.788,20.713,35.213,45.038,55.313,-1.853,-1.183,-0.773,9.587,0.006730968,0.019458778,0.0,0.0,0.088
1504,UNCXY,sAGN,0.1285,10.44,16.538,19.813,23.138,34.038,43.738,54.538,-0.278,-0.108,0.037,9.342,0.050029714,0.027768949,4.471,2.0,0.0
1505,NOEL,NER,0.2043,11.01,15.488,17.013,19.688,34.488,44.738,54.813,-0.963,-0.578,-0.293,9.727,0.0,0.026343197,-999.0,-999.0,-999.0
1506,SFX,UNC,0.2517,10.79,16.063,18.413,21.463,34.688,45.463,55.513,-0.283,0.127,0.367,9.412,0.014537985,0.019001577,-999.0,-999.0,-999.0
1507,UNCX,ELR,0.1179,10.46,19.913,22.738,24.363,36.363,48.213,55.888,0.422,0.522,0.612,9.327,0.08430239,0.020802796,1.0,1.0,0.0
1508,UNCX,NER,0.2628,10.91,16.463,19.088,22.463,35.013,45.263,55.563,-0.423,-0.053,0.212,9.317,-999.0,-999.0,-999.0,-999.0,-999.0
1509,UNCX,NER,0.2087,10.5,15.513,17.088,20.063,34.363,44.188,54.688,-1.253,-0.783,-0.478,9.472,0.027470741,0.015874662,-999.0,-999.0,-999.0
1510,UNCXY,sAGN,0.2839,10.6,16.538,19.563,22.963,33.613,42.738,54.013,0.732,0.847,0.987,9.062,0.028064748,0.0231115,-999.0,-999.0,-999.0
1511,UNCXY,SF,0.0798,9.592,15.313,16.188,17.863,34.288,45.488,54.838,-0.393,-0.283,-0.188,9.447,0.031023068,0.027747644,0.0,0.0,0.0
1512,SFX,sAGN,0.3051,10.69,16.738,18.963,22.138,33.963,44.638,55.238,0.967,1.237,1.267,9.172,0.013229486,0.023056477,-999.0,-999.0,-999.0
1513,UNCX,NER,0.2539,11.03,19.938,22.613,24.288,34.838,44.863,55.338,-0.003,0.202,0.337,9.567,0.032977834,0.012694309,-999.0,-999.0,-999.0
1514,SFX,UNC,0.2341,9.952,15.613,17.188,20.138,34.213,44.213,54.763,-0.563,-0.008,0.302,9.262,5.41882e-10,0.016659131,-999.0,-999.0,-999.0
1515,AGNX,NER,0.1536,10.4,16.938,19.863,22.988,34.438,45.113,55.338,-0.873,-0.448,-0.258,9.242,0.008306723,0.014681958,2.0,1.4,0.0
1516,SFXY,SF,0.149,10.84,20.138,22.513,24.188,33.963,43.363,54.588,0.152,0.327,0.407,9.522,0.11586064,0.02816965,5.357,2.2,0.0
1517,AGNXY,sAGN,0.1858,10.66,22.538,23.913,24.713,36.938,47.838,56.688,0.092,0.232,0.347,9.372,0.056664962,0.012899815,-999.0,-999.0,-999.0
1518,SFX,UNC,0.1845,10.46,16.763,19.588,22.763,34.588,45.488,55.338,-0.113,0.067,0.212,9.382,0.0,0.015112394,-999.0,-999.0,-999.0
1519,AGNX,LLR,0.1873,10.72,15.188,15.788,17.138,35.713,46.238,55.513,-0.408,-0.238,-0.073,9.582,0.015900413,0.016788566,-999.0,-999.0,-999.0
1520,SFX,wAGN,0.2684,10.91,22.663,23.963,24.713,35.863,45.888,55.288,0.412,0.572,0.657,9.322,0.047984224,0.011734188,-999.0,-999.0,-999.0
1521,SFX,SF,0.1926,10.46,15.663,17.513,20.713,34.913,46.013,55.513,0.237,0.282,0.382,9.437,0.012053801,0.010535736,-999.0,-999.0,-999.0
1522,AGNX,LLR,0.1642,10.1,15.213,15.988,17.463,35.813,46.563,55.613,-1.158,-0.483,-0.073,9.242,0.0,0.018420419,2.0,1.4,0.0
1523,NOEL,NER,0.2544,11.06,15.413,16.463,18.613,35.313,46.613,55.588,0.047,0.222,0.392,9.452,0.0,0.01566479,-999.0,-999.0,-999.0
1524,UNCX,NER,0.3034,11.06,15.738,17.263,19.088,34.363,44.313,55.388,-1.448,-0.763,-0.298,9.432,0.00036380562,0.009734964,-999.0,-999.0,-999.0
1525,UNCXY,sAGN,0.2933,10.81,15.313,16.388,18.488,35.288,46.088,55.813,-0.173,0.142,0.402,9.222,0.0,0.013277283,-999.0,-999.0,-999.0
1526,SFXY,SF,0.0491,9.492,17.988,20.013,22.088,42.113,52.688,57.788,0.092,0.172,0.252,8.917,0.1821992,0.03655641,1.067,1.0,0.0
1527,UNCX,NER,0.1115,9.962,15.238,16.088,17.463,34.388,43.788,54.538,-1.793,-0.508,-0.308,9.297,0.008919061,0.014369443,0.0,0.0,0.0
1528,UNCXY,sAGN,0.1801,10.98,15.863,18.213,21.088,34.588,43.938,53.338,0.377,0.472,0.537,9.622,0.04536916,0.012043493,-999.0,-999.0,-999.0
1529,NOEL,LLR,0.229,10.96,15.363,16.563,19.013,35.438,45.838,55.613,-0.658,-0.243,-0.068,9.557,0.0,0.022884188,-999.0,-999.0,-999.0
1530,AGNXY,sAGN,0.1876,10.72,15.613,17.138,19.663,33.288,43.013,54.113,0.507,0.567,0.632,9.502,0.018380038,0.0162459,-999.0,-999.0,-999.0
1531,UNCX,NER,0.1401,10.85,19.388,22.363,24.213,34.363,44.838,55.388,-1.653,-0.933,-0.668,9.757,0.030751236,0.02639496,21.75,4.6,0.0
1532,UNCX,UNC,0.2664,11.0,16.813,19.938,23.213,36.463,48.238,56.638,0.547,0.652,0.737,9.492,0.0,0.024572155,-999.0,-999.0,-999.0
1533,SFX,sAGN,0.1699,10.48,18.338,21.338,23.788,34.313,44.313,54.888,0.422,0.512,0.617,9.162,0.04572346,0.01955293,24.533,4.8,0.0
1534,SFX,wAGN,0.17,10.84,15.188,15.613,16.688,36.388,48.213,56.013,0.227,0.282,0.377,9.552,0.019351732,0.02133557,7.467,2.6,0.0
1535,NOEL,NER,0.2556,10.93,15.513,16.963,19.863,35.088,45.238,55.338,-0.173,0.007,0.112,9.562,0.0,0.015396933,-999.0,-999.0,-999.0
1536,AGNXY,NER,0.1715,10.72,15.263,16.038,17.438,34.788,46.038,55.288,-0.033,0.102,0.232,9.577,0.02576364,0.01640653,2.0,1.4,0.0
1537,UNCX,ELR,0.277,11.2,18.438,21.438,23.713,34.238,44.663,55.013,0.602,0.682,0.767,9.592,0.016942674,0.019089188,-999.0,-999.0,-999.0
1538,SFXY,SF,0.1617,11.14,19.388,21.988,24.088,35.038,45.363,55.238,0.227,0.362,0.447,9.772,0.045621835,0.028689267,3.0,1.7,0.0
1539,UNCX,LLR,0.2526,10.73,16.413,18.313,20.288,35.938,45.463,55.638,-1.088,-0.358,-0.098,9.222,0.0,0.026787225,-999.0,-999.0,-999.0
1540,SFX,wAGN,0.1176,10.39,15.113,15.463,16.263,36.388,48.213,55.513,0.032,0.092,0.182,9.482,0.0067876903,0.026595315,0.0,0.0,0.0
1541,NOEL,NER,0.2984,11.22,16.613,19.988,23.263,34.013,43.913,54.788,0.327,0.442,0.547,9.642,0.018600699,0.014840042,-999.0,-999.0,-999.0
1542,AGNXY,sAGN,0.2796,10.99,16.963,20.613,23.538,33.788,42.963,53.788,0.712,0.802,0.917,9.402,0.037050046,0.013295273,-999.0,-999.0,-999.0
1543,NOEL,NER,0.1927,10.6,15.288,16.263,18.313,35.313,45.238,55.038,-1.403,-0.823,-0.483,9.672,0.0,0.025189107,-999.0,-999.0,-999.0
1544,UNCX,ELR,0.1921,10.76,16.713,19.863,23.088,35.063,45.263,55.463,-0.748,-0.428,-0.213,9.597,0.0,0.02725512,-999.0,-999.0,-999.0
1545,NOEL,NER,0.1977,10.99,15.113,15.363,16.113,36.338,45.313,54.563,-1.148,-0.778,-0.428,9.657,0.0,0.023263955,-999.0,-999.0,-999.0
1546,SFX,UNC,0.3066,11.07,17.813,20.763,23.463,34.663,45.263,55.238,0.162,0.412,0.577,9.567,0.0100934785,0.013646375,-999.0,-999.0,-999.0
1547,NOEL,NER,0.2607,10.88,15.588,17.388,20.788,35.163,45.338,55.388,-0.938,-0.458,-0.103,9.632,0.0,0.016444404,-999.0,-999.0,-999.0
1548,UNCXY,sAGN,0.2694,10.81,19.563,22.113,24.088,35.913,47.388,56.013,0.707,0.782,0.887,9.317,0.039377566,0.012175793,-999.0,-999.0,-999.0
1549,NOEL,NER,0.266,11.24,15.213,16.013,17.863,34.963,45.038,54.838,-0.048,0.157,0.292,9.732,0.0,0.02289006,-999.0,-999.0,-999.0
1550,NOEL,NER,0.085,9.792,15.063,15.288,15.838,38.338,47.413,56.938,-0.953,-0.098,0.162,9.322,0.0,0.021040445,4.286,2.0,0.0
1551,UNCX,NER,0.3195,11.22,16.638,19.913,23.263,34.463,44.863,54.988,0.362,0.552,0.702,9.552,0.022005044,0.022510497,-999.0,-999.0,-999.0
1552,UNCXY,sAGN,0.1789,10.5,17.538,20.513,23.338,33.588,42.713,53.713,0.197,0.312,0.412,9.452,0.019172056,0.015005925,0.0,0.0,0.0
1553,NOEL,LLR,0.229,11.13,15.363,16.188,17.638,35.138,44.738,54.688,-0.033,0.157,0.262,9.637,0.02363638,0.011950474,-999.0,-999.0,-999.0
1554,NOEL,NER,0.2317,11.12,15.263,16.188,18.288,35.313,46.213,55.488,-0.213,-0.028,0.112,9.727,0.0,0.016520122,-999.0,-999.0,-999.0
1555,AGNX,LLR,0.3064,11.16,15.313,16.463,18.763,35.413,45.463,55.363,-0.658,-0.208,0.112,9.587,0.0,0.021056106,-999.0,-999.0,-999.0
1556,SFXY,SF,0.1134,9.852,16.988,19.563,22.338,35.788,47.763,56.638,-0.473,-0.183,-0.018,9.237,0.009557479,0.016971836,0.0,0.0,0.0
1557,NOEL,NER,0.2546,10.84,16.488,19.588,23.013,34.413,44.763,55.188,-0.143,0.077,0.237,9.592,0.0,0.020368638,-999.0,-999.0,-999.0
1558,NOEL,LLR,0.2787,11.02,15.313,16.513,19.113,35.513,45.663,55.413,-0.823,-0.348,-0.008,9.642,0.0034589812,0.016017852,-999.0,-999.0,-999.0
1559,UNCX,NER,0.2498,10.95,16.238,18.463,21.363,34.838,46.963,56.263,0.677,0.787,0.887,9.452,0.008321336,0.018844215,-999.0,-999.0,-999.0
1560,UNCX,LLR,0.1036,11.09,15.663,17.463,20.638,34.113,43.963,54.113,-0.553,-0.238,-0.168,9.672,0.0,0.034913175,6.0,2.4,0.0
1561,UNCX,ELR,0.2569,11.04,19.438,22.363,24.238,35.313,45.638,55.363,0.247,0.437,0.562,9.462,0.032976698,0.017227368,-999.0,-999.0,-999.0
1562,UNCXY,sAGN,0.1592,10.73,22.913,24.088,24.663,39.488,50.188,56.413,0.887,0.947,0.987,9.232,0.15018815,0.015277833,1.143,1.0,0.0
1563,SFXY,SF,0.158,9.902,15.113,15.338,15.888,40.588,54.238,58.713,0.852,0.982,1.297,8.577,0.02026436,0.0143217025,3.0,1.7,0.0
1564,UNCXY,SF,0.2782,10.29,15.663,17.338,19.313,35.388,46.638,55.763,0.907,1.027,1.097,8.882,0.02729797,0.013671398,-999.0,-999.0,-999.0
1565,NOEL,NER,0.1762,10.4,16.638,19.538,22.738,34.838,45.288,55.463,-0.768,-0.423,-0.218,9.557,0.011694819,0.017761113,4.167,2.0,0.0
1566,AGNXY,sAGN,0.1761,10.7,15.813,17.888,21.113,34.813,46.238,55.763,0.027,0.167,0.277,9.347,0.014854543,0.019145213,0.0,0.0,0.0
1567,NOEL,NER,0.3076,11.19,15.538,17.063,19.538,34.413,43.763,54.538,0.252,0.452,0.587,9.582,0.027569134,0.017087094,-999.0,-999.0,-999.0
1568,SFX,sAGN,0.1118,10.16,15.338,16.288,18.413,39.438,50.813,57.213,-0.013,0.032,0.132,9.427,0.002991088,0.012758405,0.0,0.0,0.0
1569,SFX,UNC,0.2138,10.76,16.513,19.338,22.613,35.713,46.813,55.988,0.697,0.792,0.882,9.317,0.035314724,0.015044673,-999.0,-999.0,-999.0
1570,AGNXY,sAGN,0.3016,11.01,20.013,21.813,23.388,34.963,45.163,55.013,1.067,1.132,1.247,9.167,0.07624875,0.011305416,-999.0,-999.0,-999.0
1571,UNCX,NER,0.2888,11.21,15.713,17.838,21.413,35.013,45.163,55.313,-0.733,-0.378,-0.153,9.682,0.0,0.014827398,-999.0,-999.0,-999.0
1572,SFXY,sAGN,0.151,9.917,18.763,21.813,23.988,36.238,45.963,56.063,0.482,0.567,0.652,8.937,0.060727686,0.013592861,0.0,0.0,0.0
1573,NOEL,NER,0.1257,10.64,15.288,16.438,18.813,35.613,45.863,55.363,-1.998,-1.418,-1.023,9.757,0.0,0.017746555,16.941,4.0,0.0
1574,UNCXY,sAGN,0.1229,10.31,23.813,24.613,24.888,39.963,49.638,58.488,0.162,0.172,0.362,9.172,0.101728745,0.014908823,0.0,0.0,0.0
1575,NOEL,NER,0.1494,10.31,17.013,19.838,22.838,34.888,46.163,55.938,-0.443,-0.318,-0.138,9.542,0.010417569,0.019627633,1.111,1.0,0.0
1576,UNCXY,sAGN,0.1114,10.18,21.438,23.188,24.688,44.088,54.688,58.188,0.372,0.462,0.587,9.062,0.08438892,0.025974039,1.067,1.0,0.0
1577,UNCX,ELR,0.1238,10.48,15.238,15.988,17.413,35.888,47.863,56.063,-0.068,0.017,0.112,9.517,0.018680114,0.022656316,2.0,1.4,0.0
1578,UNCX,UNC,0.2872,11.01,17.763,20.788,23.438,34.588,45.213,55.313,0.407,0.532,0.647,9.327,0.009646495,0.024330972,-999.0,-999.0,-999.0
1579,UNCX,NER,0.2794,11.14,15.688,17.663,21.538,34.113,44.363,54.838,0.307,0.462,0.562,9.572,0.025505615,0.018378261,-999.0,-999.0,-999.0
1580,UNCX,LLR,0.1451,10.79,17.938,21.513,24.013,34.838,45.338,55.338,-0.938,-0.573,-0.343,9.742,0.02831706,0.020717723,0.0,0.0,0.0
1581,SFX,sAGN,0.2269,10.67,17.838,21.138,23.738,35.113,45.963,55.838,-0.078,0.107,0.262,9.392,0.008154279,0.026939789,-999.0,-999.0,-999.0
1582,NOEL,NER,0.1603,10.65,16.013,18.388,21.763,34.938,45.238,55.388,-0.998,-0.583,-0.363,9.642,0.00171416,0.01828588,8.0,2.8,0.0
1583,UNCXY,UNC,0.1761,11.03,17.813,20.463,23.038,35.238,46.113,56.438,-0.038,0.087,0.212,9.687,0.02925608,0.017819976,5.0,2.2,0.0
1584,AGNXY,NER,0.2448,11.08,18.063,20.713,23.213,34.763,45.613,55.963,0.192,0.332,0.427,9.572,0.026553053,0.013378359,-999.0,-999.0,-999.0
1585,SFX,ELR,0.1301,10.81,16.138,18.113,20.788,34.063,44.038,55.013,-0.263,-0.178,-0.048,9.757,0.044702873,0.021337653,1.0,1.0,0.0
1586,AGNXY,sAGN,0.2183,10.87,20.963,23.238,24.613,36.063,45.938,55.013,0.767,0.832,0.927,9.382,0.08027637,0.020419765,-999.0,-999.0,-999.0
1587,SFX,wAGN,0.2176,11.0,16.563,17.938,19.388,35.213,44.538,54.988,-0.213,0.117,0.307,9.547,0.021834685,0.01463205,-999.0,-999.0,-999.0
1588,AGNXY,UNC,0.1528,10.3,19.563,22.238,24.088,35.538,45.663,55.688,-1.073,-0.408,-0.173,9.382,0.046040103,0.01071543,0.0,0.0,0.0
1589,UNCX,ELR,0.1911,10.71,15.263,16.088,17.613,35.463,45.438,55.163,-0.323,-0.213,-0.083,9.597,0.029104693,0.013197668,-999.0,-999.0,-999.0
1590,AGNXY,sAGN,0.3054,11.12,15.813,18.113,21.688,34.113,43.888,54.263,0.602,0.697,0.772,9.557,0.04623877,0.020591304,-999.0,-999.0,-999.0
1591,NOEL,LLR,0.217,10.78,15.163,15.838,17.313,35.888,45.763,55.188,-1.448,-0.843,-0.558,9.567,0.0,0.012767634,-999.0,-999.0,-999.0
1592,UNCX,LLR,0.2186,10.92,16.763,19.138,21.663,35.263,45.013,55.488,-1.213,-0.683,-0.393,9.497,0.0,0.011890151,-999.0,-999.0,-999.0
1593,NOEL,NER,0.2724,11.04,17.088,20.213,23.113,34.888,44.988,55.313,-0.948,-0.488,-0.108,9.737,0.0126148295,0.017547643,-999.0,-999.0,-999.0
1594,NOEL,NER,0.2514,11.03,15.163,15.763,16.863,36.338,46.688,55.538,-0.098,0.127,0.267,9.597,0.0,0.01591481,-999.0,-999.0,-999.0
1595,NOEL,NER,0.2813,10.99,20.338,22.888,24.463,34.963,44.888,55.488,0.447,0.577,0.692,9.517,0.04192973,0.0124295615,-999.0,-999.0,-999.0
1596,UNCXY,sAGN,0.2679,10.81,17.038,19.438,22.038,34.613,46.138,55.813,-0.428,0.682,0.807,9.272,0.0034013982,0.010457014,-999.0,-999.0,-999.0
1597,UNCX,UNC,0.223,10.82,16.963,20.138,23.138,34.788,45.263,55.388,-0.578,-0.208,-0.013,9.582,0.015732072,0.014960427,-999.0,-999.0,-999.0
1598,SFX,sAGN,0.2894,10.76,17.713,21.113,23.813,35.213,46.188,55.863,0.587,0.732,0.867,9.322,0.0,0.021144055,-999.0,-999.0,-999.0
1599,SFXY,SF,0.0868,9.142,15.163,15.438,15.938,50.088,56.613,59.563,-0.103,-0.008,0.037,8.787,0.0007281465,0.009769973,2.143,1.4,0.0
1600,AGNX,LLR,0.1318,10.32,15.638,17.263,20.263,34.938,45.663,55.538,-0.823,-0.568,-0.408,9.607,0.01004336,0.0096378615,6.353,2.4,0.0
1601,SFX,sAGN,0.2914,10.99,17.763,21.013,23.688,34.413,44.738,54.888,0.317,0.537,0.717,9.302,0.031677224,0.023962723,-999.0,-999.0,-999.0
1602,AGNXY,sAGN,0.2207,10.79,15.313,16.188,18.088,36.513,48.238,56.188,0.472,0.547,0.632,9.442,0.018003143,0.012980007,-999.0,-999.0,-999.0
1603,UNCXY,sAGN,0.2027,10.73,21.513,23.538,24.613,34.513,44.863,54.038,0.562,0.652,0.702,9.502,0.07308802,0.016788024,-999.0,-999.0,-999.0
1604,NOEL,LLR,0.1757,10.74,15.813,17.888,21.413,34.463,45.313,55.563,-0.238,-0.068,0.072,9.662,0.021909628,0.02426186,7.0,2.6,0.0
1605,AGNX,LLR,0.2354,10.77,15.813,17.713,19.888,34.238,44.838,55.188,-0.323,-0.148,0.132,9.267,0.013946039,0.014838475,-999.0,-999.0,-999.0
1606,SFX,UNC,0.2889,10.84,16.713,19.813,23.113,34.563,45.063,55.063,0.227,0.417,0.572,9.452,0.007740757,0.012715663,-999.0,-999.0,-999.0
1607,NOEL,NER,0.2422,10.98,17.888,21.263,23.838,34.538,45.013,55.313,-0.713,-0.283,-0.023,9.617,0.021882426,0.014638594,-999.0,-999.0,-999.0
1608,UNCX,ELR,0.1515,10.58,15.488,16.638,18.913,34.288,44.013,54.813,-1.918,-1.303,-0.933,9.597,0.0,0.02659819,2.0,1.4,0.0
1609,NOEL,LLR,0.2889,11.05,15.288,16.288,18.563,35.188,44.963,54.688,-1.228,-0.643,-0.443,9.702,0.0,0.020544183,-999.0,-999.0,-999.0
1610,UNCXY,ELR,0.213,10.65,15.813,17.713,20.738,34.438,44.863,55.388,-0.153,0.002,0.122,9.627,0.0,0.013745519,-999.0,-999.0,-999.0
1611,UNCXY,sAGN,0.2225,10.87,21.688,22.338,23.313,46.788,51.663,57.438,1.352,1.357,1.412,8.807,0.19409902,0.021425774,-999.0,-999.0,-999.0
1612,UNCX,LLR,0.1182,10.47,15.088,15.388,16.288,36.413,47.138,55.038,-2.043,-1.543,-1.083,9.677,0.0,0.017596133,5.0,2.2,0.0
1613,UNCXY,sAGN,0.1832,10.11,22.088,23.588,24.588,36.188,46.513,55.663,0.372,0.372,0.867,8.892,0.041970808,0.018336078,-999.0,-999.0,-999.0
1614,UNCXY,sAGN,0.2847,10.78,22.188,23.938,24.738,39.588,47.813,54.963,0.937,1.047,1.142,9.222,0.0174806,0.010266838,-999.0,-999.0,-999.0
1615,SFX,wAGN,0.2483,11.12,15.713,17.313,19.513,34.463,45.738,55.288,0.527,0.627,0.697,9.562,0.0,0.021162298,-999.0,-999.0,-999.0
1616,NOEL,LLR,0.302,11.16,15.138,15.363,16.263,35.813,46.463,55.188,-0.213,0.017,0.152,9.672,0.0,0.030701814,-999.0,-999.0,-999.0
1617,UNCXY,sAGN,0.2158,10.68,19.588,22.363,24.238,35.038,44.038,53.813,0.512,0.557,0.642,9.482,0.029677756,0.017294375,-999.0,-999.0,-999.0
1618,UNCX,NER,0.2176,11.03,15.613,17.038,20.038,33.838,43.538,54.013,0.327,0.462,0.557,9.637,0.029345388,0.017258305,-999.0,-999.0,-999.0
1619,AGNX,LLR,0.1987,10.81,16.813,20.063,23.163,34.513,44.413,54.588,-0.308,-0.068,0.077,9.572,0.015341057,0.0176309,-999.0,-999.0,-999.0
1620,AGNX,LLR,0.1986,11.11,15.288,16.188,17.938,35.613,46.163,55.488,-0.553,-0.288,-0.083,9.777,0.0006049185,0.02164951,-999.0,-999.0,-999.0
1621,UNCX,NER,0.2218,10.79,15.263,16.113,17.738,35.463,45.663,55.363,-0.643,-0.308,-0.153,9.727,0.0,0.0147517845,-999.0,-999.0,-999.0
1622,SFX,UNC,0.1807,10.32,16.963,19.688,22.613,32.888,40.663,51.813,0.182,0.307,0.417,9.347,0.0,0.026219778,-999.0,-999.0,-999.0
1623,UNCX,LLR,0.2406,11.07,15.188,15.788,16.688,37.763,49.863,56.463,0.582,0.657,0.732,9.547,0.0,0.01944823,-999.0,-999.0,-999.0
1624,AGNX,LLR,0.2414,11.08,18.538,21.463,23.788,34.088,44.138,54.938,0.027,0.152,0.287,9.682,0.0,0.015989598,-999.0,-999.0,-999.0
1625,NOEL,NER,0.2159,10.76,15.988,18.413,21.813,34.463,44.338,54.813,-0.743,-0.283,-0.058,9.647,0.040757917,0.025356056,-999.0,-999.0,-999.0
1626,NOEL,LLR,0.2863,10.81,16.638,19.813,22.913,34.563,44.738,55.338,-0.208,-0.038,0.102,9.647,0.008663391,0.016377605,-999.0,-999.0,-999.0
1627,AGNXY,wAGN,0.2216,10.95,18.238,21.463,23.913,35.763,46.613,55.838,0.267,0.392,0.497,9.582,0.0,0.027475057,-999.0,-999.0,-999.0
1628,UNCXY,sAGN,0.1192,10.09,18.638,21.713,23.813,35.363,46.113,55.938,-0.943,-0.763,-0.443,9.142,0.033658694,0.013390949,1.1,1.0,0.0
1629,UNCXY,wAGN,0.3058,10.98,15.313,16.363,18.263,35.513,46.088,55.313,0.357,0.522,0.677,9.302,0.033063617,0.011949439,-999.0,-999.0,-999.0
1630,SFX,UNC,0.2596,10.93,15.163,15.563,16.538,35.438,45.688,54.613,0.442,0.537,0.647,9.322,0.04095869,0.010768194,-999.0,-999.0,-999.0
1631,SFX,sAGN,0.2779,10.74,15.413,16.688,19.263,34.463,45.288,55.063,0.122,0.507,0.692,9.322,0.018159885,0.012644584,-999.0,-999.0,-999.0
1632,SFX,UNC,0.2013,10.86,19.863,21.938,23.713,34.338,44.963,55.313,-0.698,-0.468,-0.223,9.517,0.0040579056,0.009002332,-999.0,-999.0,-999.0
1633,SFX,UNC,0.2777,10.82,22.638,23.863,24.638,34.038,43.238,55.238,0.112,0.727,0.997,9.087,0.026399313,0.018478379,-999.0,-999.0,-999.0
1634,SFXY,SF,0.1221,10.14,18.138,20.538,22.813,35.363,47.063,56.163,0.132,0.232,0.292,9.297,0.04868654,0.016763076,0.0,0.0,0.0
1635,UNCXY,sAGN,0.2084,10.48,18.513,21.463,23.813,34.888,44.813,55.038,0.522,0.657,0.772,9.262,0.060369927,0.015099464,-999.0,-999.0,-999.0
1636,UNCXY,sAGN,0.3139,10.84,16.713,19.013,21.463,33.263,42.563,54.638,0.897,0.987,1.062,9.267,0.009766215,0.04635379,-999.0,-999.0,-999.0
1637,NOEL,NER,0.2807,10.69,15.213,15.913,17.388,35.438,45.238,55.038,-0.603,-0.268,-0.048,9.302,0.0048759477,0.012716269,-999.0,-999.0,-999.0
1638,NOEL,NER,0.3076,11.11,15.638,17.238,19.938,34.938,44.838,55.188,-0.518,-0.193,0.007,9.542,0.0022732392,0.011454567,-999.0,-999.0,-999.0
1639,SFXY,SF,0.3152,10.17,18.888,21.588,23.813,36.538,47.663,56.138,1.042,1.132,1.147,8.657,0.01087773,0.010681557,-999.0,-999.0,-999.0
1640,SFXY,SF,0.0851,8.792,16.638,19.738,23.088,33.763,42.588,53.838,-0.108,0.027,0.147,8.452,0.03236364,0.014945239,2.133,1.4,0.0
1641,SFX,sAGN,0.1568,10.6,21.913,23.663,24.613,35.438,47.313,56.738,0.072,0.182,0.277,9.332,0.041319706,0.019061986,0.0,0.0,0.0
1642,UNCXY,SF,0.2188,10.33,15.363,16.463,18.488,34.588,44.888,54.988,-0.808,-0.058,0.647,8.982,0.032880723,0.021476524,-999.0,-999.0,-999.0
1643,AGNX,LLR,0.2096,10.47,16.188,18.513,21.388,34.238,44.313,54.788,-1.068,-0.613,-0.273,9.352,0.0,0.01632024,-999.0,-999.0,-999.0
1644,AGNX,LLR,0.2097,11.25,16.088,18.813,22.388,35.238,45.338,55.488,-1.373,-0.853,-0.568,9.857,0.0,0.025843726,-999.0,-999.0,-999.0
1645,SFX,sAGN,0.2612,10.72,16.238,18.663,21.963,34.363,45.138,55.488,0.342,0.477,0.602,9.267,0.015005965,0.012601223,-999.0,-999.0,-999.0
1646,NOEL,NER,0.1686,10.71,15.113,15.338,16.038,36.413,46.613,54.463,-1.538,-0.943,-0.573,9.657,0.022244485,0.013545519,0.0,0.0,0.0
1647,UNCXY,sAGN,0.2359,10.79,22.563,24.188,24.813,37.963,42.938,57.538,1.087,1.177,1.372,9.327,0.095889665,0.010354521,-999.0,-999.0,-999.0
1648,UNCXY,sAGN,0.2925,11.0,16.338,18.938,22.238,34.938,46.113,55.663,0.192,0.337,0.437,9.442,0.01461936,0.012768053,-999.0,-999.0,-999.0
1649,UNCXY,sAGN,0.2067,10.29,22.813,24.013,24.738,42.013,51.538,57.263,0.767,0.857,0.967,8.937,0.061902754,0.012019865,-999.0,-999.0,-999.0
